,,Initial (AGL),Initial,Final (AGL),Final,Conjunct (AGL),Conjunct,Initial Unicode,Halant Unicode,Final Unicode,,Name (AGL),Name,Prod. Name,Notes,GlyphData.xml,
gujarati,uni,DD,dd,Ha,ha,DDHa,dd_ha,0AA1,0ACD,0AB9,0AA10ACD0AB9,gjDDHa,dd_ha-gujarati,uni0AA10ACD0AB9,/,,
,,,,,,,,,,,,,,,,,
gujarati,uni,DDH,ddh,Ka,ka,DDHKa,ddh_ka,0AA2,0ACD,0A95,0AA20ACD0A95,gjDDHKa,ddh_ka-gujarati,uni0AA20ACD0A95,/,,
gujarati,uni,DDH,ddh,KHa,kha,DDHKHa,ddh_kha,0AA2,0ACD,0A96,0AA20ACD0A96,gjDDHKHa,ddh_kha-gujarati,uni0AA20ACD0A96,/,,
gujarati,uni,DDH,ddh,Ga,ga,DDHGa,ddh_ga,0AA2,0ACD,0A97,0AA20ACD0A97,gjDDHGa,ddh_ga-gujarati,uni0AA20ACD0A97,/,,
gujarati,uni,DDH,ddh,GHa,gha,DDHGHa,ddh_gha,0AA2,0ACD,0A98,0AA20ACD0A98,gjDDHGHa,ddh_gha-gujarati,uni0AA20ACD0A98,/,,
gujarati,uni,DDH,ddh,NGa,nga,DDHNGa,ddh_nga,0AA2,0ACD,0A99,0AA20ACD0A99,gjDDHNGa,ddh_nga-gujarati,uni0AA20ACD0A99,/,,
gujarati,uni,DDH,ddh,Ca,ca,DDHCa,ddh_ca,0AA2,0ACD,0A9A,0AA20ACD0A9A,gjDDHCa,ddh_ca-gujarati,uni0AA20ACD0A9A,/,,
gujarati,uni,DDH,ddh,CHa,cha,DDHCHa,ddh_cha,0AA2,0ACD,0A9B,0AA20ACD0A9B,gjDDHCHa,ddh_cha-gujarati,uni0AA20ACD0A9B,/,,
gujarati,uni,DDH,ddh,Ja,ja,DDHJa,ddh_ja,0AA2,0ACD,0A9C,0AA20ACD0A9C,gjDDHJa,ddh_ja-gujarati,uni0AA20ACD0A9C,/,,
gujarati,uni,DDH,ddh,JHa,jha,DDHJHa,ddh_jha,0AA2,0ACD,0A9D,0AA20ACD0A9D,gjDDHJHa,ddh_jha-gujarati,uni0AA20ACD0A9D,/,,
gujarati,uni,DDH,ddh,NYa,nya,DDHNYa,ddh_nya,0AA2,0ACD,0A9E,0AA20ACD0A9E,gjDDHNYa,ddh_nya-gujarati,uni0AA20ACD0A9E,/,,
gujarati,uni,DDH,ddh,TTa,tta,DDHTTa,ddh_tta,0AA2,0ACD,0A9F,0AA20ACD0A9F,gjDDHTTa,ddh_tta-gujarati,uni0AA20ACD0A9F,/,,
gujarati,uni,DDH,ddh,TTHa,ttha,DDHTTHa,ddh_ttha,0AA2,0ACD,0AA0,0AA20ACD0AA0,gjDDHTTHa,ddh_ttha-gujarati,uni0AA20ACD0AA0,/,,
gujarati,uni,DDH,ddh,DDa,dda,DDHDDa,ddh_dda,0AA2,0ACD,0AA1,0AA20ACD0AA1,gjDDHDDa,ddh_dda-gujarati,uni0AA20ACD0AA1,/,,
gujarati,uni,DDH,ddh,DDHa,ddha,DDHDDHa,ddh_ddha,0AA2,0ACD,0AA2,0AA20ACD0AA2,gjDDHDDHa,ddh_ddha-gujarati,uni0AA20ACD0AA2,Composite,"<glyph name=""ddh_ddha-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA20ACD0AA2"" altnames=""gjDDHDDHa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,DDH,ddh,NNa,nna,DDHNNa,ddh_nna,0AA2,0ACD,0AA3,0AA20ACD0AA3,gjDDHNNa,ddh_nna-gujarati,uni0AA20ACD0AA3,/,,
gujarati,uni,DDH,ddh,Ta,ta,DDHTa,ddh_ta,0AA2,0ACD,0AA4,0AA20ACD0AA4,gjDDHTa,ddh_ta-gujarati,uni0AA20ACD0AA4,/,,
gujarati,uni,DDH,ddh,THa,tha,DDHTHa,ddh_tha,0AA2,0ACD,0AA5,0AA20ACD0AA5,gjDDHTHa,ddh_tha-gujarati,uni0AA20ACD0AA5,/,,
gujarati,uni,DDH,ddh,Da,da,DDHDa,ddh_da,0AA2,0ACD,0AA6,0AA20ACD0AA6,gjDDHDa,ddh_da-gujarati,uni0AA20ACD0AA6,/,,
gujarati,uni,DDH,ddh,DHa,dha,DDHDHa,ddh_dha,0AA2,0ACD,0AA7,0AA20ACD0AA7,gjDDHDHa,ddh_dha-gujarati,uni0AA20ACD0AA7,/,,
gujarati,uni,DDH,ddh,Na,na,DDHNa,ddh_na,0AA2,0ACD,0AA8,0AA20ACD0AA8,gjDDHNa,ddh_na-gujarati,uni0AA20ACD0AA8,/,,
gujarati,uni,DDH,ddh,Pa,pa,DDHPa,ddh_pa,0AA2,0ACD,0AAA,0AA20ACD0AAA,gjDDHPa,ddh_pa-gujarati,uni0AA20ACD0AAA,/,,
gujarati,uni,DDH,ddh,PHa,pha,DDHPHa,ddh_pha,0AA2,0ACD,0AAB,0AA20ACD0AAB,gjDDHPHa,ddh_pha-gujarati,uni0AA20ACD0AAB,/,,
gujarati,uni,DDH,ddh,Ba,ba,DDHBa,ddh_ba,0AA2,0ACD,0AAC,0AA20ACD0AAC,gjDDHBa,ddh_ba-gujarati,uni0AA20ACD0AAC,/,,
gujarati,uni,DDH,ddh,BHa,bha,DDHBHa,ddh_bha,0AA2,0ACD,0AAD,0AA20ACD0AAD,gjDDHBHa,ddh_bha-gujarati,uni0AA20ACD0AAD,/,,
gujarati,uni,DDH,ddh,Ma,ma,DDHMa,ddh_ma,0AA2,0ACD,0AAE,0AA20ACD0AAE,gjDDHMa,ddh_ma-gujarati,uni0AA20ACD0AAE,/,,
gujarati,uni,DDH,ddh,Ya,ya,DDHYa,ddh_ya,0AA2,0ACD,0AAF,0AA20ACD0AAF,gjDDHYa,ddh_ya-gujarati,uni0AA20ACD0AAF,Composite,"<glyph name=""ddh_ya-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA20ACD0AAF"" altnames=""gjDDHYa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,DDH,ddh,Ra,ra,DDHRa,ddh_ra,0AA2,0ACD,0AB0,0AA20ACD0AB0,gjDDHRa,ddh_ra-gujarati,uni0AA20ACD0AB0,/,,
gujarati,uni,DDH,ddh,La,la,DDHLa,ddh_la,0AA2,0ACD,0AB2,0AA20ACD0AB2,gjDDHLa,ddh_la-gujarati,uni0AA20ACD0AB2,/,,
gujarati,uni,DDH,ddh,LLa,lla,DDHLLa,ddh_lla,0AA2,0ACD,0AB3,0AA20ACD0AB3,gjDDHLLa,ddh_lla-gujarati,uni0AA20ACD0AB3,/,,
gujarati,uni,DDH,ddh,Va,va,DDHVa,ddh_va,0AA2,0ACD,0AB5,0AA20ACD0AB5,gjDDHVa,ddh_va-gujarati,uni0AA20ACD0AB5,/,,
gujarati,uni,DDH,ddh,SHa,sha,DDHSHa,ddh_sha,0AA2,0ACD,0AB6,0AA20ACD0AB6,gjDDHSHa,ddh_sha-gujarati,uni0AA20ACD0AB6,/,,
gujarati,uni,DDH,ddh,SSa,ssa,DDHSSa,ddh_ssa,0AA2,0ACD,0AB7,0AA20ACD0AB7,gjDDHSSa,ddh_ssa-gujarati,uni0AA20ACD0AB7,/,,
gujarati,uni,DDH,ddh,Sa,sa,DDHSa,ddh_sa,0AA2,0ACD,0AB8,0AA20ACD0AB8,gjDDHSa,ddh_sa-gujarati,uni0AA20ACD0AB8,/,,
gujarati,uni,DDH,ddh,Ha,ha,DDHHa,ddh_ha,0AA2,0ACD,0AB9,0AA20ACD0AB9,gjDDHHa,ddh_ha-gujarati,uni0AA20ACD0AB9,/,,
,,,,,,,,,,,,,,,,,
gujarati,uni,NN,nn,Ka,ka,NNKa,nn_ka,0AA3,0ACD,0A95,0AA30ACD0A95,gjNNKa,nn_ka-gujarati,uni0AA30ACD0A95,/,,
gujarati,uni,NN,nn,KHa,kha,NNKHa,nn_kha,0AA3,0ACD,0A96,0AA30ACD0A96,gjNNKHa,nn_kha-gujarati,uni0AA30ACD0A96,/,,
gujarati,uni,NN,nn,Ga,ga,NNGa,nn_ga,0AA3,0ACD,0A97,0AA30ACD0A97,gjNNGa,nn_ga-gujarati,uni0AA30ACD0A97,/,,
gujarati,uni,NN,nn,GHa,gha,NNGHa,nn_gha,0AA3,0ACD,0A98,0AA30ACD0A98,gjNNGHa,nn_gha-gujarati,uni0AA30ACD0A98,/,,
gujarati,uni,NN,nn,NGa,nga,NNNGa,nn_nga,0AA3,0ACD,0A99,0AA30ACD0A99,gjNNNGa,nn_nga-gujarati,uni0AA30ACD0A99,/,,
gujarati,uni,NN,nn,Ca,ca,NNCa,nn_ca,0AA3,0ACD,0A9A,0AA30ACD0A9A,gjNNCa,nn_ca-gujarati,uni0AA30ACD0A9A,/,,
gujarati,uni,NN,nn,CHa,cha,NNCHa,nn_cha,0AA3,0ACD,0A9B,0AA30ACD0A9B,gjNNCHa,nn_cha-gujarati,uni0AA30ACD0A9B,/,,
gujarati,uni,NN,nn,Ja,ja,NNJa,nn_ja,0AA3,0ACD,0A9C,0AA30ACD0A9C,gjNNJa,nn_ja-gujarati,uni0AA30ACD0A9C,/,,
gujarati,uni,NN,nn,JHa,jha,NNJHa,nn_jha,0AA3,0ACD,0A9D,0AA30ACD0A9D,gjNNJHa,nn_jha-gujarati,uni0AA30ACD0A9D,/,,
gujarati,uni,NN,nn,NYa,nya,NNNYa,nn_nya,0AA3,0ACD,0A9E,0AA30ACD0A9E,gjNNNYa,nn_nya-gujarati,uni0AA30ACD0A9E,/,,
gujarati,uni,NN,nn,TTa,tta,NNTTa,nn_tta,0AA3,0ACD,0A9F,0AA30ACD0A9F,gjNNTTa,nn_tta-gujarati,uni0AA30ACD0A9F,/,,
gujarati,uni,NN,nn,TTHa,ttha,NNTTHa,nn_ttha,0AA3,0ACD,0AA0,0AA30ACD0AA0,gjNNTTHa,nn_ttha-gujarati,uni0AA30ACD0AA0,/,,
gujarati,uni,NN,nn,DDa,dda,NNDDa,nn_dda,0AA3,0ACD,0AA1,0AA30ACD0AA1,gjNNDDa,nn_dda-gujarati,uni0AA30ACD0AA1,/,,
gujarati,uni,NN,nn,DDHa,ddha,NNDDHa,nn_ddha,0AA3,0ACD,0AA2,0AA30ACD0AA2,gjNNDDHa,nn_ddha-gujarati,uni0AA30ACD0AA2,/,,
gujarati,uni,NN,nn,NNa,nna,NNNNa,nn_nna,0AA3,0ACD,0AA3,0AA30ACD0AA3,gjNNNNa,nn_nna-gujarati,uni0AA30ACD0AA3,/,,
gujarati,uni,NN,nn,Ta,ta,NNTa,nn_ta,0AA3,0ACD,0AA4,0AA30ACD0AA4,gjNNTa,nn_ta-gujarati,uni0AA30ACD0AA4,/,,
gujarati,uni,NN,nn,THa,tha,NNTHa,nn_tha,0AA3,0ACD,0AA5,0AA30ACD0AA5,gjNNTHa,nn_tha-gujarati,uni0AA30ACD0AA5,/,,
gujarati,uni,NN,nn,Da,da,NNDa,nn_da,0AA3,0ACD,0AA6,0AA30ACD0AA6,gjNNDa,nn_da-gujarati,uni0AA30ACD0AA6,/,,
gujarati,uni,NN,nn,DHa,dha,NNDHa,nn_dha,0AA3,0ACD,0AA7,0AA30ACD0AA7,gjNNDHa,nn_dha-gujarati,uni0AA30ACD0AA7,/,,
gujarati,uni,NN,nn,Na,na,NNNa,nn_na,0AA3,0ACD,0AA8,0AA30ACD0AA8,gjNNNa,nn_na-gujarati,uni0AA30ACD0AA8,/,,
gujarati,uni,NN,nn,Pa,pa,NNPa,nn_pa,0AA3,0ACD,0AAA,0AA30ACD0AAA,gjNNPa,nn_pa-gujarati,uni0AA30ACD0AAA,/,,
gujarati,uni,NN,nn,PHa,pha,NNPHa,nn_pha,0AA3,0ACD,0AAB,0AA30ACD0AAB,gjNNPHa,nn_pha-gujarati,uni0AA30ACD0AAB,/,,
gujarati,uni,NN,nn,Ba,ba,NNBa,nn_ba,0AA3,0ACD,0AAC,0AA30ACD0AAC,gjNNBa,nn_ba-gujarati,uni0AA30ACD0AAC,/,,
gujarati,uni,NN,nn,BHa,bha,NNBHa,nn_bha,0AA3,0ACD,0AAD,0AA30ACD0AAD,gjNNBHa,nn_bha-gujarati,uni0AA30ACD0AAD,/,,
gujarati,uni,NN,nn,Ma,ma,NNMa,nn_ma,0AA3,0ACD,0AAE,0AA30ACD0AAE,gjNNMa,nn_ma-gujarati,uni0AA30ACD0AAE,/,,
gujarati,uni,NN,nn,Ya,ya,NNYa,nn_ya,0AA3,0ACD,0AAF,0AA30ACD0AAF,gjNNYa,nn_ya-gujarati,uni0AA30ACD0AAF,/,,
gujarati,uni,NN,nn,Ra,ra,NNRa,nn_ra,0AA3,0ACD,0AB0,0AA30ACD0AB0,gjNNRa,nn_ra-gujarati,uni0AA30ACD0AB0,/,,
gujarati,uni,NN,nn,La,la,NNLa,nn_la,0AA3,0ACD,0AB2,0AA30ACD0AB2,gjNNLa,nn_la-gujarati,uni0AA30ACD0AB2,/,,
gujarati,uni,NN,nn,LLa,lla,NNLLa,nn_lla,0AA3,0ACD,0AB3,0AA30ACD0AB3,gjNNLLa,nn_lla-gujarati,uni0AA30ACD0AB3,/,,
gujarati,uni,NN,nn,Va,va,NNVa,nn_va,0AA3,0ACD,0AB5,0AA30ACD0AB5,gjNNVa,nn_va-gujarati,uni0AA30ACD0AB5,/,,
gujarati,uni,NN,nn,SHa,sha,NNSHa,nn_sha,0AA3,0ACD,0AB6,0AA30ACD0AB6,gjNNSHa,nn_sha-gujarati,uni0AA30ACD0AB6,/,,
gujarati,uni,NN,nn,SSa,ssa,NNSSa,nn_ssa,0AA3,0ACD,0AB7,0AA30ACD0AB7,gjNNSSa,nn_ssa-gujarati,uni0AA30ACD0AB7,/,,
gujarati,uni,NN,nn,Sa,sa,NNSa,nn_sa,0AA3,0ACD,0AB8,0AA30ACD0AB8,gjNNSa,nn_sa-gujarati,uni0AA30ACD0AB8,/,,
gujarati,uni,NN,nn,Ha,ha,NNHa,nn_ha,0AA3,0ACD,0AB9,0AA30ACD0AB9,gjNNHa,nn_ha-gujarati,uni0AA30ACD0AB9,/,,
,,,,,,,,,,,,,,,,,
gujarati,uni,T,t,Ka,ka,TKa,t_ka,0AA4,0ACD,0A95,0AA40ACD0A95,gjTKa,t_ka-gujarati,uni0AA40ACD0A95,Composite,"<glyph name=""t_ka-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA40ACD0A95"" altnames=""gjTKa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,T,t,KHa,kha,TKHa,t_kha,0AA4,0ACD,0A96,0AA40ACD0A96,gjTKHa,t_kha-gujarati,uni0AA40ACD0A96,Half form,,
gujarati,uni,T,t,Ga,ga,TGa,t_ga,0AA4,0ACD,0A97,0AA40ACD0A97,gjTGa,t_ga-gujarati,uni0AA40ACD0A97,/,,
gujarati,uni,T,t,GHa,gha,TGHa,t_gha,0AA4,0ACD,0A98,0AA40ACD0A98,gjTGHa,t_gha-gujarati,uni0AA40ACD0A98,/,,
gujarati,uni,T,t,NGa,nga,TNGa,t_nga,0AA4,0ACD,0A99,0AA40ACD0A99,gjTNGa,t_nga-gujarati,uni0AA40ACD0A99,/,,
gujarati,uni,T,t,Ca,ca,TCa,t_ca,0AA4,0ACD,0A9A,0AA40ACD0A9A,gjTCa,t_ca-gujarati,uni0AA40ACD0A9A,/,,
gujarati,uni,T,t,CHa,cha,TCHa,t_cha,0AA4,0ACD,0A9B,0AA40ACD0A9B,gjTCHa,t_cha-gujarati,uni0AA40ACD0A9B,/,,
gujarati,uni,T,t,Ja,ja,TJa,t_ja,0AA4,0ACD,0A9C,0AA40ACD0A9C,gjTJa,t_ja-gujarati,uni0AA40ACD0A9C,Half form,,
gujarati,uni,T,t,JHa,jha,TJHa,t_jha,0AA4,0ACD,0A9D,0AA40ACD0A9D,gjTJHa,t_jha-gujarati,uni0AA40ACD0A9D,/,,
gujarati,uni,T,t,NYa,nya,TNYa,t_nya,0AA4,0ACD,0A9E,0AA40ACD0A9E,gjTNYa,t_nya-gujarati,uni0AA40ACD0A9E,/,,
gujarati,uni,T,t,TTa,tta,TTTa,t_tta,0AA4,0ACD,0A9F,0AA40ACD0A9F,gjTTTa,t_tta-gujarati,uni0AA40ACD0A9F,/,,
gujarati,uni,T,t,TTHa,ttha,TTTHa,t_ttha,0AA4,0ACD,0AA0,0AA40ACD0AA0,gjTTTHa,t_ttha-gujarati,uni0AA40ACD0AA0,/,,
gujarati,uni,T,t,DDa,dda,TDDa,t_dda,0AA4,0ACD,0AA1,0AA40ACD0AA1,gjTDDa,t_dda-gujarati,uni0AA40ACD0AA1,/,,
gujarati,uni,T,t,DDHa,ddha,TDDHa,t_ddha,0AA4,0ACD,0AA2,0AA40ACD0AA2,gjTDDHa,t_ddha-gujarati,uni0AA40ACD0AA2,/,,
gujarati,uni,T,t,NNa,nna,TNNa,t_nna,0AA4,0ACD,0AA3,0AA40ACD0AA3,gjTNNa,t_nna-gujarati,uni0AA40ACD0AA3,/,,
gujarati,uni,T,t,Ta,ta,TTa,t_ta,0AA4,0ACD,0AA4,0AA40ACD0AA4,gjTTa,t_ta-gujarati,uni0AA40ACD0AA4,Composite,"<glyph name=""t_ta-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA40ACD0AA4"" altnames=""gjTTa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,T,t,THa,tha,TTHa,t_tha,0AA4,0ACD,0AA5,0AA40ACD0AA5,gjTTHa,t_tha-gujarati,uni0AA40ACD0AA5,/,,
gujarati,uni,T,t,Da,da,TDa,t_da,0AA4,0ACD,0AA6,0AA40ACD0AA6,gjTDa,t_da-gujarati,uni0AA40ACD0AA6,/,,
gujarati,uni,T,t,DHa,dha,TDHa,t_dha,0AA4,0ACD,0AA7,0AA40ACD0AA7,gjTDHa,t_dha-gujarati,uni0AA40ACD0AA7,/,,
gujarati,uni,T,t,Na,na,TNa,t_na,0AA4,0ACD,0AA8,0AA40ACD0AA8,gjTNa,t_na-gujarati,uni0AA40ACD0AA8,Composite,"<glyph name=""t_na-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA40ACD0AA8"" altnames=""gjTNa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,T,t,Pa,pa,TPa,t_pa,0AA4,0ACD,0AAA,0AA40ACD0AAA,gjTPa,t_pa-gujarati,uni0AA40ACD0AAA,Half form,,
gujarati,uni,T,t,PHa,pha,TPHa,t_pha,0AA4,0ACD,0AAB,0AA40ACD0AAB,gjTPHa,t_pha-gujarati,uni0AA40ACD0AAB,/,,
gujarati,uni,T,t,Ba,ba,TBa,t_ba,0AA4,0ACD,0AAC,0AA40ACD0AAC,gjTBa,t_ba-gujarati,uni0AA40ACD0AAC,Half form,,
gujarati,uni,T,t,BHa,bha,TBHa,t_bha,0AA4,0ACD,0AAD,0AA40ACD0AAD,gjTBHa,t_bha-gujarati,uni0AA40ACD0AAD,/,,
gujarati,uni,T,t,Ma,ma,TMa,t_ma,0AA4,0ACD,0AAE,0AA40ACD0AAE,gjTMa,t_ma-gujarati,uni0AA40ACD0AAE,Composite,"<glyph name=""t_ma-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA40ACD0AAE"" altnames=""gjTMa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,T,t,Ya,ya,TYa,t_ya,0AA4,0ACD,0AAF,0AA40ACD0AAF,gjTYa,t_ya-gujarati,uni0AA40ACD0AAF,Composite,"<glyph name=""t_ya-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA40ACD0AAF"" altnames=""gjTYa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,T,t,Ra,ra,TRa,t_ra,0AA4,0ACD,0AB0,0AA40ACD0AB0,gjTRa,t_ra-gujarati,uni0AA40ACD0AB0,Composite,"<glyph name=""t_ra-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA40ACD0AB0"" altnames=""gjTRa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,T,t,La,la,TLa,t_la,0AA4,0ACD,0AB2,0AA40ACD0AB2,gjTLa,t_la-gujarati,uni0AA40ACD0AB2,Half form,,
gujarati,uni,T,t,LLa,lla,TLLa,t_lla,0AA4,0ACD,0AB3,0AA40ACD0AB3,gjTLLa,t_lla-gujarati,uni0AA40ACD0AB3,/,,
gujarati,uni,T,t,Va,va,TVa,t_va,0AA4,0ACD,0AB5,0AA40ACD0AB5,gjTVa,t_va-gujarati,uni0AA40ACD0AB5,Half form,,
gujarati,uni,T,t,SHa,sha,TSHa,t_sha,0AA4,0ACD,0AB6,0AA40ACD0AB6,gjTSHa,t_sha-gujarati,uni0AA40ACD0AB6,/,,
gujarati,uni,T,t,SSa,ssa,TSSa,t_ssa,0AA4,0ACD,0AB7,0AA40ACD0AB7,gjTSSa,t_ssa-gujarati,uni0AA40ACD0AB7,/,,
gujarati,uni,T,t,Sa,sa,TSa,t_sa,0AA4,0ACD,0AB8,0AA40ACD0AB8,gjTSa,t_sa-gujarati,uni0AA40ACD0AB8,Half form,,
gujarati,uni,T,t,Ha,ha,THa,t_ha,0AA4,0ACD,0AB9,0AA40ACD0AB9,gjTHa,t_ha-gujarati,uni0AA40ACD0AB9,/,,
,,,,,,,,,,,,,,,,,
gujarati,uni,TH,th,Ka,ka,THKa,th_ka,0AA5,0ACD,0A95,0AA50ACD0A95,gjTHKa,th_ka-gujarati,uni0AA50ACD0A95,,,
gujarati,uni,TH,th,KHa,kha,THKHa,th_kha,0AA5,0ACD,0A96,0AA50ACD0A96,gjTHKHa,th_kha-gujarati,uni0AA50ACD0A96,,,
gujarati,uni,TH,th,Ga,ga,THGa,th_ga,0AA5,0ACD,0A97,0AA50ACD0A97,gjTHGa,th_ga-gujarati,uni0AA50ACD0A97,,,
gujarati,uni,TH,th,GHa,gha,THGHa,th_gha,0AA5,0ACD,0A98,0AA50ACD0A98,gjTHGHa,th_gha-gujarati,uni0AA50ACD0A98,,,
gujarati,uni,TH,th,NGa,nga,THNGa,th_nga,0AA5,0ACD,0A99,0AA50ACD0A99,gjTHNGa,th_nga-gujarati,uni0AA50ACD0A99,,,
gujarati,uni,TH,th,Ca,ca,THCa,th_ca,0AA5,0ACD,0A9A,0AA50ACD0A9A,gjTHCa,th_ca-gujarati,uni0AA50ACD0A9A,,,
gujarati,uni,TH,th,CHa,cha,THCHa,th_cha,0AA5,0ACD,0A9B,0AA50ACD0A9B,gjTHCHa,th_cha-gujarati,uni0AA50ACD0A9B,,,
gujarati,uni,TH,th,Ja,ja,THJa,th_ja,0AA5,0ACD,0A9C,0AA50ACD0A9C,gjTHJa,th_ja-gujarati,uni0AA50ACD0A9C,,,
gujarati,uni,TH,th,JHa,jha,THJHa,th_jha,0AA5,0ACD,0A9D,0AA50ACD0A9D,gjTHJHa,th_jha-gujarati,uni0AA50ACD0A9D,,,
gujarati,uni,TH,th,NYa,nya,THNYa,th_nya,0AA5,0ACD,0A9E,0AA50ACD0A9E,gjTHNYa,th_nya-gujarati,uni0AA50ACD0A9E,,,
gujarati,uni,TH,th,TTa,tta,THTTa,th_tta,0AA5,0ACD,0A9F,0AA50ACD0A9F,gjTHTTa,th_tta-gujarati,uni0AA50ACD0A9F,,,
gujarati,uni,TH,th,TTHa,ttha,THTTHa,th_ttha,0AA5,0ACD,0AA0,0AA50ACD0AA0,gjTHTTHa,th_ttha-gujarati,uni0AA50ACD0AA0,,,
gujarati,uni,TH,th,DDa,dda,THDDa,th_dda,0AA5,0ACD,0AA1,0AA50ACD0AA1,gjTHDDa,th_dda-gujarati,uni0AA50ACD0AA1,,,
gujarati,uni,TH,th,DDHa,ddha,THDDHa,th_ddha,0AA5,0ACD,0AA2,0AA50ACD0AA2,gjTHDDHa,th_ddha-gujarati,uni0AA50ACD0AA2,,,
gujarati,uni,TH,th,NNa,nna,THNNa,th_nna,0AA5,0ACD,0AA3,0AA50ACD0AA3,gjTHNNa,th_nna-gujarati,uni0AA50ACD0AA3,,,
gujarati,uni,TH,th,Ta,ta,THTa,th_ta,0AA5,0ACD,0AA4,0AA50ACD0AA4,gjTHTa,th_ta-gujarati,uni0AA50ACD0AA4,,,
gujarati,uni,TH,th,THa,tha,THTHa,th_tha,0AA5,0ACD,0AA5,0AA50ACD0AA5,gjTHTHa,th_tha-gujarati,uni0AA50ACD0AA5,,,
gujarati,uni,TH,th,Da,da,THDa,th_da,0AA5,0ACD,0AA6,0AA50ACD0AA6,gjTHDa,th_da-gujarati,uni0AA50ACD0AA6,,,
gujarati,uni,TH,th,DHa,dha,THDHa,th_dha,0AA5,0ACD,0AA7,0AA50ACD0AA7,gjTHDHa,th_dha-gujarati,uni0AA50ACD0AA7,,,
gujarati,uni,TH,th,Na,na,THNa,th_na,0AA5,0ACD,0AA8,0AA50ACD0AA8,gjTHNa,th_na-gujarati,uni0AA50ACD0AA8,,,
gujarati,uni,TH,th,Pa,pa,THPa,th_pa,0AA5,0ACD,0AAA,0AA50ACD0AAA,gjTHPa,th_pa-gujarati,uni0AA50ACD0AAA,,,
gujarati,uni,TH,th,PHa,pha,THPHa,th_pha,0AA5,0ACD,0AAB,0AA50ACD0AAB,gjTHPHa,th_pha-gujarati,uni0AA50ACD0AAB,,,
