,,Initial (AGL),Initial,Final (AGL),Final,Conjunct (AGL),Conjunct,Initial Unicode,Halant Unicode,Final Unicode,,Name (AGL),Name,Prod. Name,Notes,GlyphData.xml,
gujarati,uni,C,c,Ha,ha,CHa,c_ha,0A9A,0ACD,0AB9,0A9A0ACD0AB9,gjCHa,c_ha-gujarati,uni0A9A0ACD0AB9,Half form,,
,,,,,,,,,,,,,,,,,
gujarati,uni,CH,ch,Ka,ka,CHKa,ch_ka,0A9B,0ACD,0A95,0A9B0ACD0A95,gjCHKa,ch_ka-gujarati,uni0A9B0ACD0A95,/,,
gujarati,uni,CH,ch,KHa,kha,CHKHa,ch_kha,0A9B,0ACD,0A96,0A9B0ACD0A96,gjCHKHa,ch_kha-gujarati,uni0A9B0ACD0A96,/,,
gujarati,uni,CH,ch,Ga,ga,CHGa,ch_ga,0A9B,0ACD,0A97,0A9B0ACD0A97,gjCHGa,ch_ga-gujarati,uni0A9B0ACD0A97,/,,
gujarati,uni,CH,ch,GHa,gha,CHGHa,ch_gha,0A9B,0ACD,0A98,0A9B0ACD0A98,gjCHGHa,ch_gha-gujarati,uni0A9B0ACD0A98,/,,
gujarati,uni,CH,ch,NGa,nga,CHNGa,ch_nga,0A9B,0ACD,0A99,0A9B0ACD0A99,gjCHNGa,ch_nga-gujarati,uni0A9B0ACD0A99,/,,
gujarati,uni,CH,ch,Ca,ca,CHCa,ch_ca,0A9B,0ACD,0A9A,0A9B0ACD0A9A,gjCHCa,ch_ca-gujarati,uni0A9B0ACD0A9A,/,,
gujarati,uni,CH,ch,CHa,cha,CHCHa,ch_cha,0A9B,0ACD,0A9B,0A9B0ACD0A9B,gjCHCHa,ch_cha-gujarati,uni0A9B0ACD0A9B,/,,
gujarati,uni,CH,ch,Ja,ja,CHJa,ch_ja,0A9B,0ACD,0A9C,0A9B0ACD0A9C,gjCHJa,ch_ja-gujarati,uni0A9B0ACD0A9C,/,,
gujarati,uni,CH,ch,JHa,jha,CHJHa,ch_jha,0A9B,0ACD,0A9D,0A9B0ACD0A9D,gjCHJHa,ch_jha-gujarati,uni0A9B0ACD0A9D,/,,
gujarati,uni,CH,ch,NYa,nya,CHNYa,ch_nya,0A9B,0ACD,0A9E,0A9B0ACD0A9E,gjCHNYa,ch_nya-gujarati,uni0A9B0ACD0A9E,/,,
gujarati,uni,CH,ch,TTa,tta,CHTTa,ch_tta,0A9B,0ACD,0A9F,0A9B0ACD0A9F,gjCHTTa,ch_tta-gujarati,uni0A9B0ACD0A9F,/,,
gujarati,uni,CH,ch,TTHa,ttha,CHTTHa,ch_ttha,0A9B,0ACD,0AA0,0A9B0ACD0AA0,gjCHTTHa,ch_ttha-gujarati,uni0A9B0ACD0AA0,/,,
gujarati,uni,CH,ch,DDa,dda,CHDDa,ch_dda,0A9B,0ACD,0AA1,0A9B0ACD0AA1,gjCHDDa,ch_dda-gujarati,uni0A9B0ACD0AA1,/,,
gujarati,uni,CH,ch,DDHa,ddha,CHDDHa,ch_ddha,0A9B,0ACD,0AA2,0A9B0ACD0AA2,gjCHDDHa,ch_ddha-gujarati,uni0A9B0ACD0AA2,/,,
gujarati,uni,CH,ch,NNa,nna,CHNNa,ch_nna,0A9B,0ACD,0AA3,0A9B0ACD0AA3,gjCHNNa,ch_nna-gujarati,uni0A9B0ACD0AA3,/,,
gujarati,uni,CH,ch,Ta,ta,CHTa,ch_ta,0A9B,0ACD,0AA4,0A9B0ACD0AA4,gjCHTa,ch_ta-gujarati,uni0A9B0ACD0AA4,/,,
gujarati,uni,CH,ch,THa,tha,CHTHa,ch_tha,0A9B,0ACD,0AA5,0A9B0ACD0AA5,gjCHTHa,ch_tha-gujarati,uni0A9B0ACD0AA5,/,,
gujarati,uni,CH,ch,Da,da,CHDa,ch_da,0A9B,0ACD,0AA6,0A9B0ACD0AA6,gjCHDa,ch_da-gujarati,uni0A9B0ACD0AA6,/,,
gujarati,uni,CH,ch,DHa,dha,CHDHa,ch_dha,0A9B,0ACD,0AA7,0A9B0ACD0AA7,gjCHDHa,ch_dha-gujarati,uni0A9B0ACD0AA7,/,,
gujarati,uni,CH,ch,Na,na,CHNa,ch_na,0A9B,0ACD,0AA8,0A9B0ACD0AA8,gjCHNa,ch_na-gujarati,uni0A9B0ACD0AA8,/,,
gujarati,uni,CH,ch,Pa,pa,CHPa,ch_pa,0A9B,0ACD,0AAA,0A9B0ACD0AAA,gjCHPa,ch_pa-gujarati,uni0A9B0ACD0AAA,/,,
gujarati,uni,CH,ch,PHa,pha,CHPHa,ch_pha,0A9B,0ACD,0AAB,0A9B0ACD0AAB,gjCHPHa,ch_pha-gujarati,uni0A9B0ACD0AAB,/,,
gujarati,uni,CH,ch,Ba,ba,CHBa,ch_ba,0A9B,0ACD,0AAC,0A9B0ACD0AAC,gjCHBa,ch_ba-gujarati,uni0A9B0ACD0AAC,/,,
gujarati,uni,CH,ch,BHa,bha,CHBHa,ch_bha,0A9B,0ACD,0AAD,0A9B0ACD0AAD,gjCHBHa,ch_bha-gujarati,uni0A9B0ACD0AAD,/,,
gujarati,uni,CH,ch,Ma,ma,CHMa,ch_ma,0A9B,0ACD,0AAE,0A9B0ACD0AAE,gjCHMa,ch_ma-gujarati,uni0A9B0ACD0AAE,/,,
gujarati,uni,CH,ch,Ya,ya,CHYa,ch_ya,0A9B,0ACD,0AAF,0A9B0ACD0AAF,gjCHYa,ch_ya-gujarati,uni0A9B0ACD0AAF,Composite,"<glyph name=""ch_ya-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9B0ACD0AAF"" altnames=""gjCHYa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,CH,ch,Ra,ra,CHRa,ch_ra,0A9B,0ACD,0AB0,0A9B0ACD0AB0,gjCHRa,ch_ra-gujarati,uni0A9B0ACD0AB0,Orbital Sign,,
gujarati,uni,CH,ch,La,la,CHLa,ch_la,0A9B,0ACD,0AB2,0A9B0ACD0AB2,gjCHLa,ch_la-gujarati,uni0A9B0ACD0AB2,/,,
gujarati,uni,CH,ch,LLa,lla,CHLLa,ch_lla,0A9B,0ACD,0AB3,0A9B0ACD0AB3,gjCHLLa,ch_lla-gujarati,uni0A9B0ACD0AB3,/,,
gujarati,uni,CH,ch,Va,va,CHVa,ch_va,0A9B,0ACD,0AB5,0A9B0ACD0AB5,gjCHVa,ch_va-gujarati,uni0A9B0ACD0AB5,Composite,"<glyph name=""ch_va-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9B0ACD0AB5"" altnames=""gjCHVa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,CH,ch,SHa,sha,CHSHa,ch_sha,0A9B,0ACD,0AB6,0A9B0ACD0AB6,gjCHSHa,ch_sha-gujarati,uni0A9B0ACD0AB6,/,,
gujarati,uni,CH,ch,SSa,ssa,CHSSa,ch_ssa,0A9B,0ACD,0AB7,0A9B0ACD0AB7,gjCHSSa,ch_ssa-gujarati,uni0A9B0ACD0AB7,/,,
gujarati,uni,CH,ch,Sa,sa,CHSa,ch_sa,0A9B,0ACD,0AB8,0A9B0ACD0AB8,gjCHSa,ch_sa-gujarati,uni0A9B0ACD0AB8,/,,
gujarati,uni,CH,ch,Ha,ha,CHHa,ch_ha,0A9B,0ACD,0AB9,0A9B0ACD0AB9,gjCHHa,ch_ha-gujarati,uni0A9B0ACD0AB9,/,,
,,,,,,,_,,,,,gj,_-,,,,
gujarati,uni,J,j,Ka,ka,JKa,j_ka,0A9C,0ACD,0A95,0A9C0ACD0A95,gjJKa,j_ka-gujarati,uni0A9C0ACD0A95,Composite,"<glyph name=""j_ka-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9C0ACD0A95"" altnames=""gjJKa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,J,j,KHa,kha,JKHa,j_kha,0A9C,0ACD,0A96,0A9C0ACD0A96,gjJKHa,j_kha-gujarati,uni0A9C0ACD0A96,/,,
gujarati,uni,J,j,Ga,ga,JGa,j_ga,0A9C,0ACD,0A97,0A9C0ACD0A97,gjJGa,j_ga-gujarati,uni0A9C0ACD0A97,/,,
gujarati,uni,J,j,GHa,gha,JGHa,j_gha,0A9C,0ACD,0A98,0A9C0ACD0A98,gjJGHa,j_gha-gujarati,uni0A9C0ACD0A98,/,,
gujarati,uni,J,j,NGa,nga,JNGa,j_nga,0A9C,0ACD,0A99,0A9C0ACD0A99,gjJNGa,j_nga-gujarati,uni0A9C0ACD0A99,/,,
gujarati,uni,J,j,Ca,ca,JCa,j_ca,0A9C,0ACD,0A9A,0A9C0ACD0A9A,gjJCa,j_ca-gujarati,uni0A9C0ACD0A9A,/,,
gujarati,uni,J,j,CHa,cha,JCHa,j_cha,0A9C,0ACD,0A9B,0A9C0ACD0A9B,gjJCHa,j_cha-gujarati,uni0A9C0ACD0A9B,/,,
gujarati,uni,J,j,Ja,ja,JJa,j_ja,0A9C,0ACD,0A9C,0A9C0ACD0A9C,gjJJa,j_ja-gujarati,uni0A9C0ACD0A9C,Composite,"<glyph name=""j_ja-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9C0ACD0A9C"" altnames=""gjJJa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,J,j,JHa,jha,JJHa,j_jha,0A9C,0ACD,0A9D,0A9C0ACD0A9D,gjJJHa,j_jha-gujarati,uni0A9C0ACD0A9D,/,,
gujarati,uni,J,j,NYa,nya,JNYa,j_nya,0A9C,0ACD,0A9E,0A9C0ACD0A9E,gjJNYa,j_nya-gujarati,uni0A9C0ACD0A9E,/,,
gujarati,uni,J,j,TTa,tta,JTTa,j_tta,0A9C,0ACD,0A9F,0A9C0ACD0A9F,gjJTTa,j_tta-gujarati,uni0A9C0ACD0A9F,/,,
gujarati,uni,J,j,TTHa,ttha,JTTHa,j_ttha,0A9C,0ACD,0AA0,0A9C0ACD0AA0,gjJTTHa,j_ttha-gujarati,uni0A9C0ACD0AA0,/,,
gujarati,uni,J,j,DDa,dda,JDDa,j_dda,0A9C,0ACD,0AA1,0A9C0ACD0AA1,gjJDDa,j_dda-gujarati,uni0A9C0ACD0AA1,/,,
gujarati,uni,J,j,DDHa,ddha,JDDHa,j_ddha,0A9C,0ACD,0AA2,0A9C0ACD0AA2,gjJDDHa,j_ddha-gujarati,uni0A9C0ACD0AA2,/,,
gujarati,uni,J,j,NNa,nna,JNNa,j_nna,0A9C,0ACD,0AA3,0A9C0ACD0AA3,gjJNNa,j_nna-gujarati,uni0A9C0ACD0AA3,/,,
gujarati,uni,J,j,Ta,ta,JTa,j_ta,0A9C,0ACD,0AA4,0A9C0ACD0AA4,gjJTa,j_ta-gujarati,uni0A9C0ACD0AA4,/,,
gujarati,uni,J,j,THa,tha,JTHa,j_tha,0A9C,0ACD,0AA5,0A9C0ACD0AA5,gjJTHa,j_tha-gujarati,uni0A9C0ACD0AA5,/,,
gujarati,uni,J,j,Da,da,JDa,j_da,0A9C,0ACD,0AA6,0A9C0ACD0AA6,gjJDa,j_da-gujarati,uni0A9C0ACD0AA6,/,,
gujarati,uni,J,j,DHa,dha,JDHa,j_dha,0A9C,0ACD,0AA7,0A9C0ACD0AA7,gjJDHa,j_dha-gujarati,uni0A9C0ACD0AA7,/,,
gujarati,uni,J,j,Na,na,JNa,j_na,0A9C,0ACD,0AA8,0A9C0ACD0AA8,gjJNa,j_na-gujarati,uni0A9C0ACD0AA8,/,,
gujarati,uni,J,j,Pa,pa,JPa,j_pa,0A9C,0ACD,0AAA,0A9C0ACD0AAA,gjJPa,j_pa-gujarati,uni0A9C0ACD0AAA,/,,
gujarati,uni,J,j,PHa,pha,JPHa,j_pha,0A9C,0ACD,0AAB,0A9C0ACD0AAB,gjJPHa,j_pha-gujarati,uni0A9C0ACD0AAB,/,,
gujarati,uni,J,j,Ba,ba,JBa,j_ba,0A9C,0ACD,0AAC,0A9C0ACD0AAC,gjJBa,j_ba-gujarati,uni0A9C0ACD0AAC,/,,
gujarati,uni,J,j,BHa,bha,JBHa,j_bha,0A9C,0ACD,0AAD,0A9C0ACD0AAD,gjJBHa,j_bha-gujarati,uni0A9C0ACD0AAD,/,,
gujarati,uni,J,j,Ma,ma,JMa,j_ma,0A9C,0ACD,0AAE,0A9C0ACD0AAE,gjJMa,j_ma-gujarati,uni0A9C0ACD0AAE,/,,
gujarati,uni,J,j,Ya,ya,JYa,j_ya,0A9C,0ACD,0AAF,0A9C0ACD0AAF,gjJYa,j_ya-gujarati,uni0A9C0ACD0AAF,/,,
gujarati,uni,J,j,Ra,ra,JRa,j_ra,0A9C,0ACD,0AB0,0A9C0ACD0AB0,gjJRa,j_ra-gujarati,uni0A9C0ACD0AB0,Orbital Sign,,
gujarati,uni,J,j,La,la,JLa,j_la,0A9C,0ACD,0AB2,0A9C0ACD0AB2,gjJLa,j_la-gujarati,uni0A9C0ACD0AB2,/,,
gujarati,uni,J,j,LLa,lla,JLLa,j_lla,0A9C,0ACD,0AB3,0A9C0ACD0AB3,gjJLLa,j_lla-gujarati,uni0A9C0ACD0AB3,/,,
gujarati,uni,J,j,Va,va,JVa,j_va,0A9C,0ACD,0AB5,0A9C0ACD0AB5,gjJVa,j_va-gujarati,uni0A9C0ACD0AB5,/,,
gujarati,uni,J,j,SHa,sha,JSHa,j_sha,0A9C,0ACD,0AB6,0A9C0ACD0AB6,gjJSHa,j_sha-gujarati,uni0A9C0ACD0AB6,/,,
gujarati,uni,J,j,SSa,ssa,JSSa,j_ssa,0A9C,0ACD,0AB7,0A9C0ACD0AB7,gjJSSa,j_ssa-gujarati,uni0A9C0ACD0AB7,/,,
gujarati,uni,J,j,Sa,sa,JSa,j_sa,0A9C,0ACD,0AB8,0A9C0ACD0AB8,gjJSa,j_sa-gujarati,uni0A9C0ACD0AB8,/,,
gujarati,uni,J,j,Ha,ha,JHa,j_ha,0A9C,0ACD,0AB9,0A9C0ACD0AB9,gjJHa,j_ha-gujarati,uni0A9C0ACD0AB9,Composite,"<glyph name=""j_ha-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9C0ACD0AB9"" altnames=""gjJHa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
,,,,,,,,,,,,,,,,,
gujarati,uni,JH,jh,Ka,ka,JHKa,jh_ka,0A9D,0ACD,0A95,0A9D0ACD0A95,gjJHKa,jh_ka-gujarati,uni0A9D0ACD0A95,/,,
gujarati,uni,JH,jh,KHa,kha,JHKHa,jh_kha,0A9D,0ACD,0A96,0A9D0ACD0A96,gjJHKHa,jh_kha-gujarati,uni0A9D0ACD0A96,/,,
gujarati,uni,JH,jh,Ga,ga,JHGa,jh_ga,0A9D,0ACD,0A97,0A9D0ACD0A97,gjJHGa,jh_ga-gujarati,uni0A9D0ACD0A97,/,,
gujarati,uni,JH,jh,GHa,gha,JHGHa,jh_gha,0A9D,0ACD,0A98,0A9D0ACD0A98,gjJHGHa,jh_gha-gujarati,uni0A9D0ACD0A98,/,,
gujarati,uni,JH,jh,NGa,nga,JHNGa,jh_nga,0A9D,0ACD,0A99,0A9D0ACD0A99,gjJHNGa,jh_nga-gujarati,uni0A9D0ACD0A99,/,,
gujarati,uni,JH,jh,Ca,ca,JHCa,jh_ca,0A9D,0ACD,0A9A,0A9D0ACD0A9A,gjJHCa,jh_ca-gujarati,uni0A9D0ACD0A9A,/,,
gujarati,uni,JH,jh,CHa,cha,JHCHa,jh_cha,0A9D,0ACD,0A9B,0A9D0ACD0A9B,gjJHCHa,jh_cha-gujarati,uni0A9D0ACD0A9B,/,,
gujarati,uni,JH,jh,Ja,ja,JHJa,jh_ja,0A9D,0ACD,0A9C,0A9D0ACD0A9C,gjJHJa,jh_ja-gujarati,uni0A9D0ACD0A9C,/,,
gujarati,uni,JH,jh,JHa,jha,JHJHa,jh_jha,0A9D,0ACD,0A9D,0A9D0ACD0A9D,gjJHJHa,jh_jha-gujarati,uni0A9D0ACD0A9D,/,,
gujarati,uni,JH,jh,NYa,nya,JHNYa,jh_nya,0A9D,0ACD,0A9E,0A9D0ACD0A9E,gjJHNYa,jh_nya-gujarati,uni0A9D0ACD0A9E,/,,
gujarati,uni,JH,jh,TTa,tta,JHTTa,jh_tta,0A9D,0ACD,0A9F,0A9D0ACD0A9F,gjJHTTa,jh_tta-gujarati,uni0A9D0ACD0A9F,/,,
gujarati,uni,JH,jh,TTHa,ttha,JHTTHa,jh_ttha,0A9D,0ACD,0AA0,0A9D0ACD0AA0,gjJHTTHa,jh_ttha-gujarati,uni0A9D0ACD0AA0,/,,
gujarati,uni,JH,jh,DDa,dda,JHDDa,jh_dda,0A9D,0ACD,0AA1,0A9D0ACD0AA1,gjJHDDa,jh_dda-gujarati,uni0A9D0ACD0AA1,/,,
gujarati,uni,JH,jh,DDHa,ddha,JHDDHa,jh_ddha,0A9D,0ACD,0AA2,0A9D0ACD0AA2,gjJHDDHa,jh_ddha-gujarati,uni0A9D0ACD0AA2,/,,
gujarati,uni,JH,jh,NNa,nna,JHNNa,jh_nna,0A9D,0ACD,0AA3,0A9D0ACD0AA3,gjJHNNa,jh_nna-gujarati,uni0A9D0ACD0AA3,/,,
gujarati,uni,JH,jh,Ta,ta,JHTa,jh_ta,0A9D,0ACD,0AA4,0A9D0ACD0AA4,gjJHTa,jh_ta-gujarati,uni0A9D0ACD0AA4,/,,
gujarati,uni,JH,jh,THa,tha,JHTHa,jh_tha,0A9D,0ACD,0AA5,0A9D0ACD0AA5,gjJHTHa,jh_tha-gujarati,uni0A9D0ACD0AA5,/,,
gujarati,uni,JH,jh,Da,da,JHDa,jh_da,0A9D,0ACD,0AA6,0A9D0ACD0AA6,gjJHDa,jh_da-gujarati,uni0A9D0ACD0AA6,/,,
gujarati,uni,JH,jh,DHa,dha,JHDHa,jh_dha,0A9D,0ACD,0AA7,0A9D0ACD0AA7,gjJHDHa,jh_dha-gujarati,uni0A9D0ACD0AA7,/,,
gujarati,uni,JH,jh,Na,na,JHNa,jh_na,0A9D,0ACD,0AA8,0A9D0ACD0AA8,gjJHNa,jh_na-gujarati,uni0A9D0ACD0AA8,Composite,"<glyph name=""jh_na-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9D0ACD0AA8"" altnames=""gjJHNa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,JH,jh,Pa,pa,JHPa,jh_pa,0A9D,0ACD,0AAA,0A9D0ACD0AAA,gjJHPa,jh_pa-gujarati,uni0A9D0ACD0AAA,/,,
gujarati,uni,JH,jh,PHa,pha,JHPHa,jh_pha,0A9D,0ACD,0AAB,0A9D0ACD0AAB,gjJHPHa,jh_pha-gujarati,uni0A9D0ACD0AAB,/,,
gujarati,uni,JH,jh,Ba,ba,JHBa,jh_ba,0A9D,0ACD,0AAC,0A9D0ACD0AAC,gjJHBa,jh_ba-gujarati,uni0A9D0ACD0AAC,/,,
gujarati,uni,JH,jh,BHa,bha,JHBHa,jh_bha,0A9D,0ACD,0AAD,0A9D0ACD0AAD,gjJHBHa,jh_bha-gujarati,uni0A9D0ACD0AAD,/,,
gujarati,uni,JH,jh,Ma,ma,JHMa,jh_ma,0A9D,0ACD,0AAE,0A9D0ACD0AAE,gjJHMa,jh_ma-gujarati,uni0A9D0ACD0AAE,/,,
gujarati,uni,JH,jh,Ya,ya,JHYa,jh_ya,0A9D,0ACD,0AAF,0A9D0ACD0AAF,gjJHYa,jh_ya-gujarati,uni0A9D0ACD0AAF,Composite,"<glyph name=""jh_ya-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9D0ACD0AAF"" altnames=""gjJHYa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,JH,jh,Ra,ra,JHRa,jh_ra,0A9D,0ACD,0AB0,0A9D0ACD0AB0,gjJHRa,jh_ra-gujarati,uni0A9D0ACD0AB0,Composite,"<glyph name=""jh_ra-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9D0ACD0AB0"" altnames=""gjJHRa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,JH,jh,La,la,JHLa,jh_la,0A9D,0ACD,0AB2,0A9D0ACD0AB2,gjJHLa,jh_la-gujarati,uni0A9D0ACD0AB2,/,,
gujarati,uni,JH,jh,LLa,lla,JHLLa,jh_lla,0A9D,0ACD,0AB3,0A9D0ACD0AB3,gjJHLLa,jh_lla-gujarati,uni0A9D0ACD0AB3,/,,
gujarati,uni,JH,jh,Va,va,JHVa,jh_va,0A9D,0ACD,0AB5,0A9D0ACD0AB5,gjJHVa,jh_va-gujarati,uni0A9D0ACD0AB5,/,,
gujarati,uni,JH,jh,SHa,sha,JHSHa,jh_sha,0A9D,0ACD,0AB6,0A9D0ACD0AB6,gjJHSHa,jh_sha-gujarati,uni0A9D0ACD0AB6,/,,
gujarati,uni,JH,jh,SSa,ssa,JHSSa,jh_ssa,0A9D,0ACD,0AB7,0A9D0ACD0AB7,gjJHSSa,jh_ssa-gujarati,uni0A9D0ACD0AB7,/,,
gujarati,uni,JH,jh,Sa,sa,JHSa,jh_sa,0A9D,0ACD,0AB8,0A9D0ACD0AB8,gjJHSa,jh_sa-gujarati,uni0A9D0ACD0AB8,/,,
gujarati,uni,JH,jh,Ha,ha,JHHa,jh_ha,0A9D,0ACD,0AB9,0A9D0ACD0AB9,gjJHHa,jh_ha-gujarati,uni0A9D0ACD0AB9,/,,
,,,,,,,,,,,,,,,,,
gujarati,uni,NY,ny,Ka,ka,NYKa,ny_ka,0A9E,0ACD,0A95,0A9E0ACD0A95,gjNYKa,ny_ka-gujarati,uni0A9E0ACD0A95,/,,
gujarati,uni,NY,ny,KHa,kha,NYKHa,ny_kha,0A9E,0ACD,0A96,0A9E0ACD0A96,gjNYKHa,ny_kha-gujarati,uni0A9E0ACD0A96,/,,
gujarati,uni,NY,ny,Ga,ga,NYGa,ny_ga,0A9E,0ACD,0A97,0A9E0ACD0A97,gjNYGa,ny_ga-gujarati,uni0A9E0ACD0A97,/,,
gujarati,uni,NY,ny,GHa,gha,NYGHa,ny_gha,0A9E,0ACD,0A98,0A9E0ACD0A98,gjNYGHa,ny_gha-gujarati,uni0A9E0ACD0A98,/,,
gujarati,uni,NY,ny,NGa,nga,NYNGa,ny_nga,0A9E,0ACD,0A99,0A9E0ACD0A99,gjNYNGa,ny_nga-gujarati,uni0A9E0ACD0A99,/,,
gujarati,uni,NY,ny,Ca,ca,NYCa,ny_ca,0A9E,0ACD,0A9A,0A9E0ACD0A9A,gjNYCa,ny_ca-gujarati,uni0A9E0ACD0A9A,Composite,"<glyph name=""ny_ca-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9E0ACD0A9A"" altnames=""gjNYCa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,NY,ny,CHa,cha,NYCHa,ny_cha,0A9E,0ACD,0A9B,0A9E0ACD0A9B,gjNYCHa,ny_cha-gujarati,uni0A9E0ACD0A9B,/,,
gujarati,uni,NY,ny,Ja,ja,NYJa,ny_ja,0A9E,0ACD,0A9C,0A9E0ACD0A9C,gjNYJa,ny_ja-gujarati,uni0A9E0ACD0A9C,Composite,"<glyph name=""ny_ja-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9E0ACD0A9C"" altnames=""gjNYJa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,NY,ny,JHa,jha,NYJHa,ny_jha,0A9E,0ACD,0A9D,0A9E0ACD0A9D,gjNYJHa,ny_jha-gujarati,uni0A9E0ACD0A9D,/,,
gujarati,uni,NY,ny,NYa,nya,NYNYa,ny_nya,0A9E,0ACD,0A9E,0A9E0ACD0A9E,gjNYNYa,ny_nya-gujarati,uni0A9E0ACD0A9E,/,,
gujarati,uni,NY,ny,TTa,tta,NYTTa,ny_tta,0A9E,0ACD,0A9F,0A9E0ACD0A9F,gjNYTTa,ny_tta-gujarati,uni0A9E0ACD0A9F,/,,
gujarati,uni,NY,ny,TTHa,ttha,NYTTHa,ny_ttha,0A9E,0ACD,0AA0,0A9E0ACD0AA0,gjNYTTHa,ny_ttha-gujarati,uni0A9E0ACD0AA0,/,,
gujarati,uni,NY,ny,DDa,dda,NYDDa,ny_dda,0A9E,0ACD,0AA1,0A9E0ACD0AA1,gjNYDDa,ny_dda-gujarati,uni0A9E0ACD0AA1,/,,
gujarati,uni,NY,ny,DDHa,ddha,NYDDHa,ny_ddha,0A9E,0ACD,0AA2,0A9E0ACD0AA2,gjNYDDHa,ny_ddha-gujarati,uni0A9E0ACD0AA2,/,,
gujarati,uni,NY,ny,NNa,nna,NYNNa,ny_nna,0A9E,0ACD,0AA3,0A9E0ACD0AA3,gjNYNNa,ny_nna-gujarati,uni0A9E0ACD0AA3,/,,
